# trajectory
# s[mm] rx[mm] ry[mm] rz[mm] px[rad] py[rad] pz[rad]
4.5400000000003473e+02 -5.1793817935527597e+00 +0.0000000000000000e+00 +4.5396875956339790e+02 -1.2886555013572313e-02 +0.0000000000000000e+00 +9.9991696490252502e-01
4.5410000000003475e+02 -5.1806704488603526e+00 +0.0000000000000000e+00 +4.5406875125989063e+02 -1.2886551135585681e-02 +0.0000000000000000e+00 +9.9991696495250304e-01
4.5420000000003478e+02 -5.1819591037793407e+00 +0.0000000000000000e+00 +4.5416874295638837e+02 -1.2886547241485583e-02 +0.0000000000000000e+00 +9.9991696500268867e-01
4.5430000000003480e+02 -5.1832477583081138e+00 +0.0000000000000000e+00 +4.5426873465289117e+02 -1.2886543331285910e-02 +0.0000000000000000e+00 +9.9991696505308181e-01
4.5440000000003482e+02 -5.1845364124450617e+00 +0.0000000000000000e+00 +4.5436872634939903e+02 -1.2886539404986684e-02 +0.0000000000000000e+00 +9.9991696510368244e-01
4.5450000000003485e+02 -5.1858250661885750e+00 +0.0000000000000000e+00 +4.5446871804591194e+02 -1.2886535462587927e-02 +0.0000000000000000e+00 +9.9991696515449058e-01
4.5460000000003487e+02 -5.1871137195370434e+00 +0.0000000000000000e+00 +4.5456870974242992e+02 -1.2886531504089664e-02 +0.0000000000000000e+00 +9.9991696520550610e-01
4.5470000000003489e+02 -5.1884023724888566e+00 +0.0000000000000000e+00 +4.5466870143895301e+02 -1.2886527529491916e-02 +0.0000000000000000e+00 +9.9991696525672913e-01
4.5480000000003491e+02 -5.1896910250424053e+00 +0.0000000000000000e+00 +4.5476869313548127e+02 -1.2886523538794704e-02 +0.0000000000000000e+00 +9.9991696530815966e-01
4.5490000000003494e+02 -5.1909796771960792e+00 +0.0000000000000000e+00 +4.5486868483201465e+02 -1.2886519531998052e-02 +0.0000000000000000e+00 +9.9991696535979757e-01
4.5500000000003496e+02 -5.1922683289482681e+00 +0.0000000000000000e+00 +4.5496867652855320e+02 -1.2886515509101984e-02 +0.0000000000000000e+00 +9.9991696541164299e-01
4.5510000000003498e+02 -5.1935569802973642e+00 +0.0000000000000000e+00 +4.5506866822509699e+02 -1.2886511470169219e-02 +0.0000000000000000e+00 +9.9991696546369502e-01
4.5520000000003500e+02 -5.1948456312417743e+00 +0.0000000000000000e+00 +4.5516865992164594e+02 -1.2886507415385769e-02 +0.0000000000000000e+00 +9.9991696551595133e-01
4.5530000000003503e+02 -5.1961342817799139e+00 +0.0000000000000000e+00 +4.5526865161820018e+02 -1.2886503344765356e-02 +0.0000000000000000e+00 +9.9991696556841181e-01
4.5540000000003505e+02 -5.1974229319101992e+00 +0.0000000000000000e+00 +4.5536864331475965e+02 -1.2886499258308001e-02 +0.0000000000000000e+00 +9.9991696562107635e-01
4.5550000000003507e+02 -5.1987115816310476e+00 +0.0000000000000000e+00 +4.5546863501132441e+02 -1.2886495156013726e-02 +0.0000000000000000e+00 +9.9991696567394495e-01
4.5560000000003510e+02 -5.2000002309408746e+00 +0.0000000000000000e+00 +4.5556862670789445e+02 -1.2886491037882551e-02 +0.0000000000000000e+00 +9.9991696572701760e-01
4.5570000000003512e+02 -5.2012888798380965e+00 +0.0000000000000000e+00 +4.5566861840446984e+02 -1.2886486903914500e-02 +0.0000000000000000e+00 +9.9991696578029432e-01
4.5580000000003514e+02 -5.2025775283211297e+00 +0.0000000000000000e+00 +4.5576861010105057e+02 -1.2886482754109592e-02 +0.0000000000000000e+00 +9.9991696583377521e-01
4.5590000000003516e+02 -5.2038661763883907e+00 +0.0000000000000000e+00 +4.5586860179763664e+02 -1.2886478588467851e-02 +0.0000000000000000e+00 +9.9991696588746015e-01
4.5600000000003519e+02 -5.2051548240382957e+00 +0.0000000000000000e+00 +4.5596859349422806e+02 -1.2886474406989297e-02 +0.0000000000000000e+00 +9.9991696594134916e-01
4.5610000000003521e+02 -5.2064434712692620e+00 +0.0000000000000000e+00 +4.5606858519082488e+02 -1.2886470209735620e-02 +0.0000000000000000e+00 +9.9991696599544144e-01
4.5620000000003523e+02 -5.2077321180797229e+00 +0.0000000000000000e+00 +4.5616857688742715e+02 -1.2886465996890454e-02 +0.0000000000000000e+00 +9.9991696604973468e-01
4.5630000000003525e+02 -5.2090207644681206e+00 +0.0000000000000000e+00 +4.5626856858403482e+02 -1.2886461768467368e-02 +0.0000000000000000e+00 +9.9991696610422864e-01
4.5640000000003528e+02 -5.2103094104328971e+00 +0.0000000000000000e+00 +4.5636856028064796e+02 -1.2886457524466384e-02 +0.0000000000000000e+00 +9.9991696615892334e-01
4.5650000000003530e+02 -5.2115980559724946e+00 +0.0000000000000000e+00 +4.5646855197726660e+02 -1.2886453264887521e-02 +0.0000000000000000e+00 +9.9991696621381876e-01
4.5660000000003532e+02 -5.2128867010853552e+00 +0.0000000000000000e+00 +4.5656854367389076e+02 -1.2886448989730801e-02 +0.0000000000000000e+00 +9.9991696626891491e-01
4.5670000000003535e+02 -5.2141753457699211e+00 +0.0000000000000000e+00 +4.5666853537052043e+02 -1.2886444698996245e-02 +0.0000000000000000e+00 +9.9991696632421179e-01
4.5680000000003537e+02 -5.2154639900246353e+00 +0.0000000000000000e+00 +4.5676852706715562e+02 -1.2886440392683874e-02 +0.0000000000000000e+00 +9.9991696637970939e-01
4.5690000000003539e+02 -5.2167526338479391e+00 +0.0000000000000000e+00 +4.5686851876379637e+02 -1.2886436070793709e-02 +0.0000000000000000e+00 +9.9991696643540784e-01
4.5700000000003541e+02 -5.2180412772382745e+00 +0.0000000000000000e+00 +4.5696851046044270e+02 -1.2886431733325770e-02 +0.0000000000000000e+00 +9.9991696649130701e-01
4.5710000000003544e+02 -5.2193299201940864e+00 +0.0000000000000000e+00 +4.5706850215709466e+02 -1.2886427380340661e-02 +0.0000000000000000e+00 +9.9991696654740614e-01
4.5720000000003546e+02 -5.2206185627138320e+00 +0.0000000000000000e+00 +4.5716849385375218e+02 -1.2886423012019452e-02 +0.0000000000000000e+00 +9.9991696660370288e-01
4.5730000000003548e+02 -5.2219072047959791e+00 +0.0000000000000000e+00 +4.5726848555041539e+02 -1.2886418628375551e-02 +0.0000000000000000e+00 +9.9991696666019703e-01
4.5740000000003550e+02 -5.2231958464389958e+00 +0.0000000000000000e+00 +4.5736847724708423e+02 -1.2886414229408978e-02 +0.0000000000000000e+00 +9.9991696671688868e-01
4.5750000000003553e+02 -5.2244844876413499e+00 +0.0000000000000000e+00 +4.5746846894375875e+02 -1.2886409815119756e-02 +0.0000000000000000e+00 +9.9991696677377773e-01
4.5760000000003555e+02 -5.2257731284015092e+00 +0.0000000000000000e+00 +4.5756846064043896e+02 -1.2886405385507903e-02 +0.0000000000000000e+00 +9.9991696683086428e-01
4.5770000000003557e+02 -5.2270617687179408e+00 +0.0000000000000000e+00 +4.5766845233712490e+02 -1.2886400940573443e-02 +0.0000000000000000e+00 +9.9991696688814824e-01
4.5780000000003560e+02 -5.2283504085891126e+00 +0.0000000000000000e+00 +4.5776844403381659e+02 -1.2886396480316396e-02 +0.0000000000000000e+00 +9.9991696694562970e-01
4.5790000000003562e+02 -5.2296390480134933e+00 +0.0000000000000000e+00 +4.5786843573051402e+02 -1.2886392004736782e-02 +0.0000000000000000e+00 +9.9991696700330857e-01
4.5800000000003564e+02 -5.2309276869895500e+00 +0.0000000000000000e+00 +4.5796842742721725e+02 -1.2886387513834623e-02 +0.0000000000000000e+00 +9.9991696706118494e-01
4.5810000000003566e+02 -5.2322163255157514e+00 +0.0000000000000000e+00 +4.5806841912392628e+02 -1.2886383007669488e-02 +0.0000000000000000e+00 +9.9991696711925793e-01
4.5820000000003569e+02 -5.2335049635905815e+00 +0.0000000000000000e+00 +4.5816841082064110e+02 -1.2886378486420007e-02 +0.0000000000000000e+00 +9.9991696717752532e-01
4.5830000000003571e+02 -5.2347936012125329e+00 +0.0000000000000000e+00 +4.5826840251736178e+02 -1.2886373950099433e-02 +0.0000000000000000e+00 +9.9991696723598689e-01
4.5840000000003573e+02 -5.2360822383800985e+00 +0.0000000000000000e+00 +4.5836839421408831e+02 -1.2886369398707785e-02 +0.0000000000000000e+00 +9.9991696729464263e-01
4.5850000000003575e+02 -5.2373708750917718e+00 +0.0000000000000000e+00 +4.5846838591082070e+02 -1.2886364832245084e-02 +0.0000000000000000e+00 +9.9991696735349267e-01
4.5860000000003578e+02 -5.2386595113460448e+00 +0.0000000000000000e+00 +4.5856837760755900e+02 -1.2886360250711352e-02 +0.0000000000000000e+00 +9.9991696741253688e-01
4.5870000000003580e+02 -5.2399481471414111e+00 +0.0000000000000000e+00 +4.5866836930430321e+02 -1.2886355654106611e-02 +0.0000000000000000e+00 +9.9991696747177528e-01
4.5880000000003582e+02 -5.2412367824763635e+00 +0.0000000000000000e+00 +4.5876836100105334e+02 -1.2886351042430881e-02 +0.0000000000000000e+00 +9.9991696753120785e-01
4.5890000000003585e+02 -5.2425254173493947e+00 +0.0000000000000000e+00 +4.5886835269780943e+02 -1.2886346415684183e-02 +0.0000000000000000e+00 +9.9991696759083470e-01
4.5900000000003587e+02 -5.2438140517589975e+00 +0.0000000000000000e+00 +4.5896834439457149e+02 -1.2886341773866538e-02 +0.0000000000000000e+00 +9.9991696765065574e-01
4.5910000000003589e+02 -5.2451026857036664e+00 +0.0000000000000000e+00 +4.5906833609133957e+02 -1.2886337117036538e-02 +0.0000000000000000e+00 +9.9991696771067018e-01
4.5920000000003591e+02 -5.2463913191819103e+00 +0.0000000000000000e+00 +4.5916832778811363e+02 -1.2886332445370536e-02 +0.0000000000000000e+00 +9.9991696777087580e-01
4.5930000000003594e+02 -5.2476799521922466e+00 +0.0000000000000000e+00 +4.5926831948489371e+02 -1.2886327758881636e-02 +0.0000000000000000e+00 +9.9991696783127249e-01
4.5940000000003596e+02 -5.2489685847331931e+00 +0.0000000000000000e+00 +4.5936831118167987e+02 -1.2886323057569857e-02 +0.0000000000000000e+00 +9.9991696789186013e-01
4.5950000000003598e+02 -5.2502572168032664e+00 +0.0000000000000000e+00 +4.5946830287847212e+02 -1.2886318341435219e-02 +0.0000000000000000e+00 +9.9991696795263885e-01
4.5960000000003600e+02 -5.2515458484009852e+00 +0.0000000000000000e+00 +4.5956829457527044e+02 -1.2886313610477743e-02 +0.0000000000000000e+00 +9.9991696801360852e-01
4.5970000000003603e+02 -5.2528344795248678e+00 +0.0000000000000000e+00 +4.5966828627207485e+02 -1.2886308864697448e-02 +0.0000000000000000e+00 +9.9991696807476915e-01
4.5980000000003605e+02 -5.2541231101734311e+00 +0.0000000000000000e+00 +4.5976827796888540e+02 -1.2886304104094352e-02 +0.0000000000000000e+00 +9.9991696813612085e-01
4.5990000000003607e+02 -5.2554117403451928e+00 +0.0000000000000000e+00 +4.5986826966570209e+02 -1.2886299328668476e-02 +0.0000000000000000e+00 +9.9991696819766351e-01
4.6000000000003610e+02 -5.2567003700386703e+00 +0.0000000000000000e+00 +4.5996826136252491e+02 -1.2886294538419841e-02 +0.0000000000000000e+00 +9.9991696825939724e-01
4.6010000000003612e+02 -5.2579889992523841e+00 +0.0000000000000000e+00 +4.6006825305935394e+02 -1.2886289733405961e-02 +0.0000000000000000e+00 +9.9991696832132115e-01
4.6020000000003614e+02 -5.2592776279848659e+00 +0.0000000000000000e+00 +4.6016824475618915e+02 -1.2886284913800599e-02 +0.0000000000000000e+00 +9.9991696838343314e-01
4.6030000000003616e+02 -5.2605662562346582e+00 +0.0000000000000000e+00 +4.6026823645303062e+02 -1.2886280079616690e-02 +0.0000000000000000e+00 +9.9991696844573297e-01
4.6040000000003619e+02 -5.2618548840003037e+00 +0.0000000000000000e+00 +4.6036822814987835e+02 -1.2886275230854253e-02 +0.0000000000000000e+00 +9.9991696850822065e-01
4.6050000000003621e+02 -5.2631435112803437e+00 +0.0000000000000000e+00 +4.6046821984673232e+02 -1.2886270367513306e-02 +0.0000000000000000e+00 +9.9991696857089618e-01
4.6060000000003623e+02 -5.2644321380733210e+00 +0.0000000000000000e+00 +4.6056821154359255e+02 -1.2886265489593866e-02 +0.0000000000000000e+00 +9.9991696863375956e-01
4.6070000000003625e+02 -5.2657207643777770e+00 +0.0000000000000000e+00 +4.6066820324045909e+02 -1.2886260597095954e-02 +0.0000000000000000e+00 +9.9991696869681079e-01
4.6080000000003628e+02 -5.2670093901922543e+00 +0.0000000000000000e+00 +4.6076819493733194e+02 -1.2886255690019586e-02 +0.0000000000000000e+00 +9.9991696876004987e-01
4.6090000000003630e+02 -5.2682980155152954e+00 +0.0000000000000000e+00 +4.6086818663421110e+02 -1.2886250768364780e-02 +0.0000000000000000e+00 +9.9991696882347680e-01
4.6100000000003632e+02 -5.2695866403454419e+00 +0.0000000000000000e+00 +4.6096817833109662e+02 -1.2886245832131556e-02 +0.0000000000000000e+00 +9.9991696888709158e-01
4.6110000000003635e+02 -5.2708752646812371e+00 +0.0000000000000000e+00 +4.6106817002798851e+02 -1.2886240881376593e-02 +0.0000000000000000e+00 +9.9991696895089355e-01
4.6120000000003637e+02 -5.2721638885212387e+00 +0.0000000000000000e+00 +4.6116816172488683e+02 -1.2886235916271773e-02 +0.0000000000000000e+00 +9.9991696901488036e-01
4.6130000000003639e+02 -5.2734525118640132e+00 +0.0000000000000000e+00 +4.6126815342179151e+02 -1.2886230936829916e-02 +0.0000000000000000e+00 +9.9991696907905192e-01
4.6140000000003641e+02 -5.2747411347081270e+00 +0.0000000000000000e+00 +4.6136814511870261e+02 -1.2886225943051045e-02 +0.0000000000000000e+00 +9.9991696914340822e-01
4.6150000000003644e+02 -5.2760297570521457e+00 +0.0000000000000000e+00 +4.6146813681562020e+02 -1.2886220934935180e-02 +0.0000000000000000e+00 +9.9991696920794926e-01
4.6160000000003646e+02 -5.2773183788946358e+00 +0.0000000000000000e+00 +4.6156812851254421e+02 -1.2886215912482344e-02 +0.0000000000000000e+00 +9.9991696927267504e-01
4.6170000000003648e+02 -5.2786070002341638e+00 +0.0000000000000000e+00 +4.6166812020947469e+02 -1.2886210875692559e-02 +0.0000000000000000e+00 +9.9991696933758556e-01
4.6180000000003650e+02 -5.2798956210692962e+00 +0.0000000000000000e+00 +4.6176811190641172e+02 -1.2886205824565844e-02 +0.0000000000000000e+00 +9.9991696940268082e-01
4.6190000000003653e+02 -5.2811842413985994e+00 +0.0000000000000000e+00 +4.6186810360335522e+02 -1.2886200759102222e-02 +0.0000000000000000e+00 +9.9991696946796083e-01
4.6200000000003655e+02 -5.2824728612206391e+00 +0.0000000000000000e+00 +4.6196809530030527e+02 -1.2886195679301715e-02 +0.0000000000000000e+00 +9.9991696953342557e-01
4.6210000000003657e+02 -5.2837614805339834e+00 +0.0000000000000000e+00 +4.6206808699726190e+02 -1.2886190585219920e-02 +0.0000000000000000e+00 +9.9991696959907439e-01
4.6220000000003660e+02 -5.2850500993372131e+00 +0.0000000000000000e+00 +4.6216807869422507e+02 -1.2886185477026050e-02 +0.0000000000000000e+00 +9.9991696966490495e-01
4.6230000000003662e+02 -5.2863387176289187e+00 +0.0000000000000000e+00 +4.6226807039119484e+02 -1.2886180354732751e-02 +0.0000000000000000e+00 +9.9991696973091726e-01
4.6240000000003664e+02 -5.2876273354076897e+00 +0.0000000000000000e+00 +4.6236806208817126e+02 -1.2886175218340038e-02 +0.0000000000000000e+00 +9.9991696979711120e-01
4.6250000000003666e+02 -5.2889159526721166e+00 +0.0000000000000000e+00 +4.6246805378515427e+02 -1.2886170067847934e-02 +0.0000000000000000e+00 +9.9991696986348688e-01
4.6260000000003669e+02 -5.2902045694207889e+00 +0.0000000000000000e+00 +4.6256804548214393e+02 -1.2886164903256456e-02 +0.0000000000000000e+00 +9.9991696993004420e-01
4.6270000000003671e+02 -5.2914931856522971e+00 +0.0000000000000000e+00 +4.6266803717914024e+02 -1.2886159724565622e-02 +0.0000000000000000e+00 +9.9991696999678314e-01
4.6280000000003673e+02 -5.2927818013652317e+00 +0.0000000000000000e+00 +4.6276802887614326e+02 -1.2886154531775454e-02 +0.0000000000000000e+00 +9.9991697006370384e-01
4.6290000000003675e+02 -5.2940704165581822e+00 +0.0000000000000000e+00 +4.6286802057315299e+02 -1.2886149324885968e-02 +0.0000000000000000e+00 +9.9991697013080616e-01
4.6300000000003678e+02 -5.2953590312297392e+00 +0.0000000000000000e+00 +4.6296801227016942e+02 -1.2886144103897183e-02 +0.0000000000000000e+00 +9.9991697019809023e-01
4.6310000000003680e+02 -5.2966476453784930e+00 +0.0000000000000000e+00 +4.6306800396719262e+02 -1.2886138868863780e-02 +0.0000000000000000e+00 +9.9991697026555526e-01
4.6320000000003682e+02 -5.2979362590030492e+00 +0.0000000000000000e+00 +4.6316799566422259e+02 -1.2886133619952807e-02 +0.0000000000000000e+00 +9.9991697033319904e-01
4.6330000000003685e+02 -5.2992248721020214e+00 +0.0000000000000000e+00 +4.6326798736125932e+02 -1.2886128357176771e-02 +0.0000000000000000e+00 +9.9991697040102145e-01
4.6340000000003687e+02 -5.3005134846740223e+00 +0.0000000000000000e+00 +4.6336797905830281e+02 -1.2886123080535690e-02 +0.0000000000000000e+00 +9.9991697046902261e-01
4.6350000000003689e+02 -5.3018020967176662e+00 +0.0000000000000000e+00 +4.6346797075535312e+02 -1.2886117790029584e-02 +0.0000000000000000e+00 +9.9991697053720241e-01
4.6360000000003691e+02 -5.3030907082315659e+00 +0.0000000000000000e+00 +4.6356796245241026e+02 -1.2886112485658472e-02 +0.0000000000000000e+00 +9.9991697060556084e-01
4.6370000000003694e+02 -5.3043793192143358e+00 +0.0000000000000000e+00 +4.6366795414947421e+02 -1.2886107167422372e-02 +0.0000000000000000e+00 +9.9991697067409790e-01
4.6380000000003696e+02 -5.3056679296645886e+00 +0.0000000000000000e+00 +4.6376794584654505e+02 -1.2886101835321304e-02 +0.0000000000000000e+00 +9.9991697074281360e-01
4.6390000000003698e+02 -5.3069565395809377e+00 +0.0000000000000000e+00 +4.6386793754362276e+02 -1.2886096489355289e-02 +0.0000000000000000e+00 +9.9991697081170794e-01
4.6400000000003701e+02 -5.3082451489619968e+00 +0.0000000000000000e+00 +4.6396792924070741e+02 -1.2886091129524343e-02 +0.0000000000000000e+00 +9.9991697088078091e-01
4.6410000000003703e+02 -5.3095337578063813e+00 +0.0000000000000000e+00 +4.6406792093779893e+02 -1.2886085755882197e-02 +0.0000000000000000e+00 +9.9991697095003185e-01
4.6420000000003705e+02 -5.3108223661127187e+00 +0.0000000000000000e+00 +4.6416791263489739e+02 -1.2886080368593615e-02 +0.0000000000000000e+00 +9.9991697101945864e-01
4.6430000000003707e+02 -5.3121109738796459e+00 +0.0000000000000000e+00 +4.6426790433200284e+02 -1.2886074967670953e-02 +0.0000000000000000e+00 +9.9991697108906108e-01
4.6440000000003710e+02 -5.3133995811057986e+00 +0.0000000000000000e+00 +4.6436789602911523e+02 -1.2886069553114230e-02 +0.0000000000000000e+00 +9.9991697115883926e-01
4.6450000000003712e+02 -5.3146881877898142e+00 +0.0000000000000000e+00 +4.6446788772623461e+02 -1.2886064124923463e-02 +0.0000000000000000e+00 +9.9991697122879308e-01
4.6460000000003714e+02 -5.3159767939303286e+00 +0.0000000000000000e+00 +4.6456787942336098e+02 -1.2886058683098674e-02 +0.0000000000000000e+00 +9.9991697129892254e-01
4.6470000000003716e+02 -5.3172653995259793e+00 +0.0000000000000000e+00 +4.6466787112049440e+02 -1.2886053227639879e-02 +0.0000000000000000e+00 +9.9991697136922775e-01
4.6480000000003719e+02 -5.3185540045754021e+00 +0.0000000000000000e+00 +4.6476786281763486e+02 -1.2886047758547100e-02 +0.0000000000000000e+00 +9.9991697143970859e-01
4.6490000000003721e+02 -5.3198426090772344e+00 +0.0000000000000000e+00 +4.6486785451478238e+02 -1.2886042275820353e-02 +0.0000000000000000e+00 +9.9991697151036507e-01
4.6500000000003723e+02 -5.3211312130301121e+00 +0.0000000000000000e+00 +4.6496784621193694e+02 -1.2886036779459658e-02 +0.0000000000000000e+00 +9.9991697158119730e-01
4.6510000000003726e+02 -5.3224198164326735e+00 +0.0000000000000000e+00 +4.6506783790909861e+02 -1.2886031269517833e-02 +0.0000000000000000e+00 +9.9991697165220450e-01
4.6520000000003728e+02 -5.3237084192835686e+00 +0.0000000000000000e+00 +4.6516782960626739e+02 -1.2886025746157456e-02 +0.0000000000000000e+00 +9.9991697172338456e-01
4.6530000000003730e+02 -5.3249970215814582e+00 +0.0000000000000000e+00 +4.6526782130344327e+02 -1.2886020209390741e-02 +0.0000000000000000e+00 +9.9991697179473737e-01
4.6540000000003732e+02 -5.3262856233250000e+00 +0.0000000000000000e+00 +4.6536781300062631e+02 -1.2886014659217706e-02 +0.0000000000000000e+00 +9.9991697186626294e-01
4.6550000000003735e+02 -5.3275742245128548e+00 +0.0000000000000000e+00 +4.6546780469781652e+02 -1.2886009095638371e-02 +0.0000000000000000e+00 +9.9991697193796125e-01
4.6560000000003737e+02 -5.3288628251436814e+00 +0.0000000000000000e+00 +4.6556779639501389e+02 -1.2886003518652753e-02 +0.0000000000000000e+00 +9.9991697200983232e-01
4.6570000000003739e+02 -5.3301514252161386e+00 +0.0000000000000000e+00 +4.6566778809221847e+02 -1.2885997928260869e-02 +0.0000000000000000e+00 +9.9991697208187613e-01
4.6580000000003741e+02 -5.3314400247288862e+00 +0.0000000000000000e+00 +4.6576777978943028e+02 -1.2885992324462740e-02 +0.0000000000000000e+00 +9.9991697215409270e-01
4.6590000000003744e+02 -5.3327286236805840e+00 +0.0000000000000000e+00 +4.6586777148664930e+02 -1.2885986707258382e-02 +0.0000000000000000e+00 +9.9991697222648190e-01
4.6600000000003746e+02 -5.3340172220698907e+00 +0.0000000000000000e+00 +4.6596776318387560e+02 -1.2885981076647814e-02 +0.0000000000000000e+00 +9.9991697229904386e-01
4.6610000000003748e+02 -5.3353058198954679e+00 +0.0000000000000000e+00 +4.6606775488110912e+02 -1.2885975432682984e-02 +0.0000000000000000e+00 +9.9991697237177790e-01
4.6620000000003751e+02 -5.3365944171559878e+00 +0.0000000000000000e+00 +4.6616774657834992e+02 -1.2885969775524388e-02 +0.0000000000000000e+00 +9.9991697244468192e-01
4.6630000000003753e+02 -5.3378830138501332e+00 +0.0000000000000000e+00 +4.6626773827559805e+02 -1.2885964105184108e-02 +0.0000000000000000e+00 +9.9991697251775580e-01
4.6640000000003755e+02 -5.3391716099765851e+00 +0.0000000000000000e+00 +4.6636772997285351e+02 -1.2885958421662161e-02 +0.0000000000000000e+00 +9.9991697259099954e-01
4.6650000000003757e+02 -5.3404602055340264e+00 +0.0000000000000000e+00 +4.6646772167011630e+02 -1.2885952724958566e-02 +0.0000000000000000e+00 +9.9991697266441315e-01
4.6660000000003760e+02 -5.3417488005211382e+00 +0.0000000000000000e+00 +4.6656771336738643e+02 -1.2885947015073344e-02 +0.0000000000000000e+00 +9.9991697273799651e-01
4.6670000000003762e+02 -5.3430373949366023e+00 +0.0000000000000000e+00 +4.6666770506466389e+02 -1.2885941292006509e-02 +0.0000000000000000e+00 +9.9991697281174974e-01
4.6680000000003764e+02 -5.3443259887791008e+00 +0.0000000000000000e+00 +4.6676769676194874e+02 -1.2885935555758083e-02 +0.0000000000000000e+00 +9.9991697288567283e-01
4.6690000000003766e+02 -5.3456145820473147e+00 +0.0000000000000000e+00 +4.6686768845924104e+02 -1.2885929806328083e-02 +0.0000000000000000e+00 +9.9991697295976578e-01
4.6700000000003769e+02 -5.3469031747399267e+00 +0.0000000000000000e+00 +4.6696768015654072e+02 -1.2885924043716529e-02 +0.0000000000000000e+00 +9.9991697303402849e-01
4.6710000000003771e+02 -5.3481917668556198e+00 +0.0000000000000000e+00 +4.6706767185384786e+02 -1.2885918267974463e-02 +0.0000000000000000e+00 +9.9991697310846039e-01
4.6720000000003773e+02 -5.3494803583930892e+00 +0.0000000000000000e+00 +4.6716766355116243e+02 -1.2885912479260190e-02 +0.0000000000000000e+00 +9.9991697318305950e-01
4.6730000000003776e+02 -5.3507689493510391e+00 +0.0000000000000000e+00 +4.6726765524848446e+02 -1.2885906677585643e-02 +0.0000000000000000e+00 +9.9991697325782558e-01
4.6740000000003778e+02 -5.3520575397281736e+00 +0.0000000000000000e+00 +4.6736764694581399e+02 -1.2885900862950840e-02 +0.0000000000000000e+00 +9.9991697333275864e-01
4.6750000000003780e+02 -5.3533461295231968e+00 +0.0000000000000000e+00 +4.6746763864315102e+02 -1.2885895035355798e-02 +0.0000000000000000e+00 +9.9991697340785868e-01
4.6760000000003782e+02 -5.3546347187348129e+00 +0.0000000000000000e+00 +4.6756763034049555e+02 -1.2885889194800536e-02 +0.0000000000000000e+00 +9.9991697348312569e-01
4.6770000000003785e+02 -5.3559233073617252e+00 +0.0000000000000000e+00 +4.6766762203784765e+02 -1.2885883341285072e-02 +0.0000000000000000e+00 +9.9991697355855969e-01
4.6780000000003787e+02 -5.3572118954026378e+00 +0.0000000000000000e+00 +4.6776761373520731e+02 -1.2885877474809423e-02 +0.0000000000000000e+00 +9.9991697363416066e-01
4.6790000000003789e+02 -5.3585004828562548e+00 +0.0000000000000000e+00 +4.6786760543257452e+02 -1.2885871595373606e-02 +0.0000000000000000e+00 +9.9991697370992860e-01
4.6800000000003791e+02 -5.3597890697212804e+00 +0.0000000000000000e+00 +4.6796759712994930e+02 -1.2885865702977639e-02 +0.0000000000000000e+00 +9.9991697378586353e-01
4.6810000000003794e+02 -5.3610776559964197e+00 +0.0000000000000000e+00 +4.6806758882733169e+02 -1.2885859797671675e-02 +0.0000000000000000e+00 +9.9991697386196476e-01
4.6820000000003796e+02 -5.3623662416803901e+00 +0.0000000000000000e+00 +4.6816758052472170e+02 -1.2885853879611839e-02 +0.0000000000000000e+00 +9.9991697393823031e-01
4.6830000000003798e+02 -5.3636548267719171e+00 +0.0000000000000000e+00 +4.6826757222211933e+02 -1.2885847948809924e-02 +0.0000000000000000e+00 +9.9991697401466006e-01
4.6840000000003801e+02 -5.3649434112697270e+00 +0.0000000000000000e+00 +4.6836756391952463e+02 -1.2885842005265947e-02 +0.0000000000000000e+00 +9.9991697409125402e-01
4.6850000000003803e+02 -5.3662319951725452e+00 +0.0000000000000000e+00 +4.6846755561693760e+02 -1.2885836048979927e-02 +0.0000000000000000e+00 +9.9991697416801217e-01
4.6860000000003805e+02 -5.3675205784790982e+00 +0.0000000000000000e+00 +4.6856754731435825e+02 -1.2885830079951883e-02 +0.0000000000000000e+00 +9.9991697424493442e-01
4.6870000000003807e+02 -5.3688091611881115e+00 +0.0000000000000000e+00 +4.6866753901178657e+02 -1.2885824098181831e-02 +0.0000000000000000e+00 +9.9991697432202087e-01
4.6880000000003810e+02 -5.3700977432983104e+00 +0.0000000000000000e+00 +4.6876753070922263e+02 -1.2885818103669792e-02 +0.0000000000000000e+00 +9.9991697439927152e-01
4.6890000000003812e+02 -5.3713863248084204e+00 +0.0000000000000000e+00 +4.6886752240666641e+02 -1.2885812096415780e-02 +0.0000000000000000e+00 +9.9991697447668626e-01
4.6900000000003814e+02 -5.3726749057171688e+00 +0.0000000000000000e+00 +4.6896751410411798e+02 -1.2885806076419816e-02 +0.0000000000000000e+00 +9.9991697455426520e-01
4.6910000000003816e+02 -5.3739634860232810e+00 +0.0000000000000000e+00 +4.6906750580157728e+02 -1.2885800043731183e-02 +0.0000000000000000e+00 +9.9991697463200768e-01
4.6920000000003819e+02 -5.3752520657254967e+00 +0.0000000000000000e+00 +4.6916749749904437e+02 -1.2885793998503890e-02 +0.0000000000000000e+00 +9.9991697470991170e-01
4.6930000000003821e+02 -5.3765406448225637e+00 +0.0000000000000000e+00 +4.6926748919651925e+02 -1.2885787940749590e-02 +0.0000000000000000e+00 +9.9991697478797714e-01
4.6940000000003823e+02 -5.3778292233132285e+00 +0.0000000000000000e+00 +4.6936748089400197e+02 -1.2885781870468299e-02 +0.0000000000000000e+00 +9.9991697486620401e-01
